grid,train_AUC_C2_C5,train_AUC_C1_C2,train_AUC_C1_C5,val_AUC_C1,val_AUC_C5,val_AUC_C2,train_AUC_mean,val_AUC_mean
"{'depth': 4, 'l2_leaf_reg': 2, 'learning_rate': 0.05, 'random_strength': 3}",1.0,1.0,1.0,0.6638385691355194,0.7540740740740741,0.7426810477657935,1.0,0.7201978969917957
"{'depth': 4, 'l2_leaf_reg': 2, 'learning_rate': 0.05, 'random_strength': 4}",1.0,1.0,1.0,0.6654437055721165,0.7637037037037037,0.7483307652799178,1.0,0.725826058185246
"{'depth': 4, 'l2_leaf_reg': 2, 'learning_rate': 0.05, 'random_strength': 5}",1.0,1.0,1.0,0.6688832836505388,0.7681481481481481,0.7401129943502824,1.0,0.7257148087163231
"{'depth': 4, 'l2_leaf_reg': 2, 'learning_rate': 0.05, 'random_strength': 6}",1.0,1.0,1.0,0.681953680348544,0.7762962962962963,0.746276322547509,1.0,0.7348420997307831
"{'depth': 4, 'l2_leaf_reg': 2, 'learning_rate': 0.01, 'random_strength': 1}",1.0,1.0,1.0,0.6585645494152716,0.774074074074074,0.7380585516178737,1.0,0.7235657250357398
"{'depth': 4, 'l2_leaf_reg': 2, 'learning_rate': 0.01, 'random_strength': 3}",1.0,1.0,1.0,0.6672781472139417,0.7814814814814814,0.7498715973292245,1.0,0.7328770753415492
"{'depth': 4, 'l2_leaf_reg': 2, 'learning_rate': 0.01, 'random_strength': 4}",1.0,1.0,1.0,0.6775968814492088,0.7666666666666666,0.7380585516178737,1.0,0.7274406999112498
"{'depth': 4, 'l2_leaf_reg': 2, 'learning_rate': 0.01, 'random_strength': 5}",1.0,1.0,1.0,0.6794313230910342,0.7762962962962964,0.746276322547509,1.0,0.7340013139782798
"{'depth': 4, 'l2_leaf_reg': 2, 'learning_rate': 0.01, 'random_strength': 6}",1.0,1.0,1.0,0.6831002063746847,0.788888888888889,0.7478171545968156,1.0,0.7399354166201298
"{'depth': 4, 'l2_leaf_reg': 4, 'learning_rate': 0.1, 'random_strength': 1}",1.0,1.0,1.0,0.6599403806466406,0.7733333333333333,0.7375449409347714,1.0,0.7236062183049151
"{'depth': 4, 'l2_leaf_reg': 4, 'learning_rate': 0.1, 'random_strength': 3}",1.0,1.0,1.0,0.681953680348544,0.7377777777777778,0.7467899332306112,1.0,0.7221737971189777
"{'depth': 4, 'l2_leaf_reg': 4, 'learning_rate': 0.1, 'random_strength': 4}",1.0,1.0,1.0,0.6578766337995874,0.7651851851851852,0.7426810477657935,1.0,0.7219142889168554
"{'depth': 4, 'l2_leaf_reg': 4, 'learning_rate': 0.1, 'random_strength': 5}",1.0,1.0,1.0,0.6828709011694566,0.7518518518518519,0.7534668721109399,1.0,0.7293965417107495
"{'depth': 4, 'l2_leaf_reg': 4, 'learning_rate': 0.1, 'random_strength': 6}",1.0,1.0,1.0,0.6732400825498739,0.7562962962962962,0.7401129943502824,1.0,0.7232164577321508
"{'depth': 4, 'l2_leaf_reg': 4, 'learning_rate': None, 'random_strength': 1}",1.0,1.0,1.0,0.6491630360009172,0.7451851851851853,0.7380585516178737,1.0,0.7108022576013253
"{'depth': 4, 'l2_leaf_reg': 4, 'learning_rate': None, 'random_strength': 3}",1.0,1.0,1.0,0.6587938546204999,0.7703703703703704,0.751412429378531,1.0,0.7268588847898005
"{'depth': 4, 'l2_leaf_reg': 4, 'learning_rate': None, 'random_strength': 4}",1.0,1.0,1.0,0.6555835817473056,0.762962962962963,0.7375449409347714,1.0,0.7186971618816801
"{'depth': 4, 'l2_leaf_reg': 4, 'learning_rate': None, 'random_strength': 5}",1.0,1.0,1.0,0.6711763357028204,0.7696296296296297,0.7370313302516693,1.0,0.7259457651947064
"{'depth': 4, 'l2_leaf_reg': 4, 'learning_rate': None, 'random_strength': 6}",1.0,1.0,1.0,0.6681953680348544,0.7614814814814814,0.7565485362095532,1.0,0.7287417952419629
"{'depth': 4, 'l2_leaf_reg': 4, 'learning_rate': 0.05, 'random_strength': 1}",1.0,1.0,1.0,0.6475578995643202,0.7548148148148147,0.7313816127375449,1.0,0.7112514423722266
"{'depth': 4, 'l2_leaf_reg': 4, 'learning_rate': 0.05, 'random_strength': 3}",1.0,1.0,1.0,0.6512267828479706,0.7548148148148148,0.7473035439137135,1.0,0.7177817138588329
