grid,train_AUC_C2_C5,train_AUC_C1_C2,train_AUC_C1_C5,val_AUC_C1,val_AUC_C5,val_AUC_C2,train_AUC_mean,val_AUC_mean
"{'bootstrap': True, 'max_depth': None, 'max_features': 1.0, 'max_samples': 1.0, 'min_samples_split': 2}",1.0,1.0,0.9999999999999999,0.6366659023159824,0.7012468030690536,0.6222393425783257,1.0,0.6533840159877872
"{'bootstrap': True, 'max_depth': None, 'max_features': 1.0, 'max_samples': 1.0, 'min_samples_split': 6}",1.0,1.0,1.0,0.6254299472598028,0.691656010230179,0.6312275295326144,1.0,0.6494378290075321
"{'bootstrap': True, 'max_depth': None, 'max_features': 1.0, 'max_samples': 1.0, 'min_samples_split': 10}",1.0,1.0,1.0,0.6282962623251547,0.7046035805626598,0.6168464304057525,1.0,0.649915424431189
"{'bootstrap': True, 'max_depth': None, 'max_features': 1.0, 'max_samples': 1.0, 'min_samples_split': 14}",1.0,1.0,1.0,0.6383856913551937,0.7068414322250639,0.6235233692860812,1.0,0.6562501642887796
"{'bootstrap': True, 'max_depth': None, 'max_features': 1.0, 'max_samples': 0.8, 'min_samples_split': 2}",1.0,1.0,1.0,0.6215317587709241,0.7036445012787722,0.6171032357473035,1.0,0.6474264985989999
"{'bootstrap': True, 'max_depth': None, 'max_features': 1.0, 'max_samples': 0.8, 'min_samples_split': 6}",1.0,1.0,1.0,0.6085760146755331,0.7135549872122763,0.6271186440677966,1.0,0.649749881985202
"{'bootstrap': True, 'max_depth': None, 'max_features': 1.0, 'max_samples': 0.8, 'min_samples_split': 10}",1.0,1.0,1.0,0.6232515478101354,0.7020460358056266,0.6137647663071392,1.0,0.6463541166409671
"{'bootstrap': True, 'max_depth': None, 'max_features': 1.0, 'max_samples': 0.8, 'min_samples_split': 14}",1.0,1.0,1.0,0.5863334097684016,0.707161125319693,0.6548536209553159,1.0,0.6494493853478035
"{'bootstrap': True, 'max_depth': None, 'max_features': 'sqrt', 'max_samples': 1.0, 'min_samples_split': 2}",1.0,0.9999999999999999,0.9999999999999999,0.6584498968126576,0.6702365728900255,0.6232665639445301,1.0,0.6506510112157378
"{'bootstrap': True, 'max_depth': None, 'max_features': 'sqrt', 'max_samples': 1.0, 'min_samples_split': 6}",1.0,1.0,1.0,0.5656959412978675,0.7343350383631714,0.6589625064201334,1.0,0.652997828693724
"{'bootstrap': True, 'max_depth': None, 'max_features': 'sqrt', 'max_samples': 1.0, 'min_samples_split': 10}",1.0,1.0,1.0,0.6182068332951158,0.7157928388746803,0.702105803800719,1.0,0.678701825323505
"{'bootstrap': True, 'max_depth': None, 'max_features': 'sqrt', 'max_samples': 1.0, 'min_samples_split': 14}",1.0,1.0,1.0,0.5817473056638386,0.6751918158567776,0.6322547508988188,1.0,0.6297312908064784
"{'bootstrap': True, 'max_depth': None, 'max_features': 'sqrt', 'max_samples': 0.8, 'min_samples_split': 2}",1.0,1.0,1.0,0.6273790415042422,0.7258631713554987,0.6168464304057525,1.0,0.6566962144218311
"{'bootstrap': True, 'max_depth': None, 'max_features': 'sqrt', 'max_samples': 0.8, 'min_samples_split': 6}",1.0,1.0,1.0,0.6498509516166017,0.6716751918158568,0.628145865434001,1.0,0.6498906696221531
"{'bootstrap': True, 'max_depth': None, 'max_features': 'sqrt', 'max_samples': 0.8, 'min_samples_split': 10}",1.0,1.0,1.0,0.5955056179775282,0.7170716112531969,0.5963020030816641,1.0,0.636293077437463
"{'bootstrap': True, 'max_depth': None, 'max_features': 'sqrt', 'max_samples': 0.8, 'min_samples_split': 14}",0.9999003289145819,1.0,1.0,0.6335702820454024,0.7410485933503838,0.6389316897791474,0.9999667763048606,0.6711835217249779
"{'bootstrap': True, 'max_depth': None, 'max_features': 'log2', 'max_samples': 1.0, 'min_samples_split': 2}",1.0,1.0,1.0,0.6028433845448292,0.6966112531969311,0.6224961479198767,1.0,0.6406502618872124
"{'bootstrap': True, 'max_depth': None, 'max_features': 'log2', 'max_samples': 1.0, 'min_samples_split': 6}",1.0,1.0,1.0,0.6081174042650769,0.6579283887468031,0.6065742167437083,1.0,0.6242066699185295
"{'bootstrap': True, 'max_depth': None, 'max_features': 'log2', 'max_samples': 1.0, 'min_samples_split': 10}",1.0,1.0,1.0,0.6000917220820913,0.7199488491048593,0.596302003081664,1.0,0.6387808580895382
"{'bootstrap': True, 'max_depth': None, 'max_features': 'log2', 'max_samples': 1.0, 'min_samples_split': 14}",1.0,1.0,1.0,0.602384774134373,0.6812659846547314,0.6343091936312276,1.0,0.6393199841401107
"{'bootstrap': True, 'max_depth': None, 'max_features': 'log2', 'max_samples': 0.8, 'min_samples_split': 2}",1.0,1.0,1.0,0.5432240311855079,0.6983695652173914,0.6561376476630714,1.0,0.6325770813553235
"{'bootstrap': True, 'max_depth': None, 'max_features': 'log2', 'max_samples': 0.8, 'min_samples_split': 6}",1.0,1.0,1.0,0.5718871818390278,0.7004475703324807,0.6769388803287109,1.0,0.6497578775000732
"{'bootstrap': True, 'max_depth': None, 'max_features': 'log2', 'max_samples': 0.8, 'min_samples_split': 10}",1.0,1.0,1.0,0.6335702820454023,0.6611253196930947,0.6661530559835646,1.0,0.6536162192406872
"{'bootstrap': True, 'max_depth': None, 'max_features': 'log2', 'max_samples': 0.8, 'min_samples_split': 14}",1.0,1.0,1.0,0.6198119697317129,0.671994884910486,0.6759116589625065,1.0,0.6559061712015685
"{'bootstrap': True, 'max_depth': None, 'max_features': 0.5, 'max_samples': 1.0, 'min_samples_split': 2}",1.0,1.0,1.0,0.6147672552166934,0.6922953964194374,0.6674370826913198,1.0,0.6581665781091502
"{'bootstrap': True, 'max_depth': None, 'max_features': 0.5, 'max_samples': 1.0, 'min_samples_split': 6}",1.0,1.0,1.0,0.6255445998624168,0.6627237851662404,0.6450950179763739,1.0,0.6444544676683438
"{'bootstrap': True, 'max_depth': None, 'max_features': 0.5, 'max_samples': 1.0, 'min_samples_split': 10}",1.0,1.0,1.0,0.6042192157761981,0.6841432225063939,0.6497175141242938,1.0,0.6460266508022953
"{'bootstrap': True, 'max_depth': None, 'max_features': 0.5, 'max_samples': 1.0, 'min_samples_split': 14}",1.0,1.0,1.0,0.6234808530153635,0.7209079283887467,0.6245505906522856,1.0,0.6563131240187986
"{'bootstrap': True, 'max_depth': None, 'max_features': 0.5, 'max_samples': 0.8, 'min_samples_split': 2}",1.0,1.0,1.0,0.5972254070167393,0.6969309462915602,0.6224961479198767,1.0,0.6388841670760588
"{'bootstrap': True, 'max_depth': None, 'max_features': 0.5, 'max_samples': 0.8, 'min_samples_split': 6}",1.0,1.0,1.0,0.6521440036688833,0.7020460358056266,0.6425269645608629,1.0,0.6655723346784576
"{'bootstrap': True, 'max_depth': None, 'max_features': 0.5, 'max_samples': 0.8, 'min_samples_split': 10}",1.0,1.0,1.0,0.593900481540931,0.6585677749360614,0.635336414997432,1.0,0.6292682238248081
"{'bootstrap': True, 'max_depth': None, 'max_features': 0.5, 'max_samples': 0.8, 'min_samples_split': 14}",1.0,1.0,1.0,0.6360926393029123,0.6681585677749361,0.6240369799691834,1.0,0.6427627290156773
"{'bootstrap': True, 'max_depth': None, 'max_features': 0.8, 'max_samples': 1.0, 'min_samples_split': 2}",1.0,1.0,1.0,0.631621187800963,0.6961317135549872,0.613251155624037,1.0,0.6470013523266623
"{'bootstrap': True, 'max_depth': None, 'max_features': 0.8, 'max_samples': 1.0, 'min_samples_split': 6}",1.0,0.9999999999999999,1.0,0.6390736069708782,0.7183503836317136,0.6142783769902413,1.0,0.6572341225309444
