grid,train_AUC_C2_C5,train_AUC_C1_C2,train_AUC_C1_C5,val_AUC_C1,val_AUC_C5,val_AUC_C2,train_AUC_mean,val_AUC_mean
"{'bootstrap': False, 'max_depth': None, 'max_features': 1.0, 'min_samples_split': 2}",1.0,1.0,1.0,0.567759688144921,0.5497122762148338,0.6589625064201335,1.0,0.592144823593296
"{'bootstrap': False, 'max_depth': None, 'max_features': 1.0, 'min_samples_split': 6}",1.0,1.0,0.9998994301039222,0.5771612015592754,0.5511508951406648,0.6612737544940935,0.9999664767013074,0.5965286170646779
"{'bootstrap': False, 'max_depth': None, 'max_features': 1.0, 'min_samples_split': 10}",0.9994019734874913,1.0,0.9996982903117667,0.5668424673240083,0.542838874680307,0.6656394453004623,0.999700087933086,0.5917735957682592
"{'bootstrap': False, 'max_depth': None, 'max_features': 1.0, 'min_samples_split': 14}",0.9956643077843118,0.9965392221489782,0.994669795507878,0.5759000229305204,0.5757672634271099,0.6527991782229071,0.9956244418137228,0.6014888215268458
"{'bootstrap': False, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2}",1.0,1.0,1.0,0.6229075900022929,0.6953324808184143,0.613251155624037,1.0,0.6438304088149147
"{'bootstrap': False, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 6}",1.0,1.0,1.0,0.6217610639761522,0.6729539641943735,0.6348228043143297,1.0,0.6431792774949517
"{'bootstrap': False, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 10}",1.0,1.0,1.0,0.6156844760376061,0.6895780051150895,0.6168464304057525,1.0,0.6407029705194828
"{'bootstrap': False, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 14}",1.0,1.0,1.0,0.618436138500344,0.6898976982097186,0.6168464304057524,1.0,0.6417267557052716
"{'bootstrap': False, 'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2}",1.0,1.0,1.0,0.617060307268975,0.6376278772378516,0.6150487930148947,1.0,0.6232456591739071
"{'bootstrap': False, 'max_depth': None, 'max_features': 'log2', 'min_samples_split': 6}",1.0,1.0,1.0,0.6469846365512497,0.6713554987212277,0.6558808423215203,1.0,0.6580736591979992
