grid,train_AUC_C2_C5,train_AUC_C1_C2,train_AUC_C1_C5,val_AUC_C1,val_AUC_C5,val_AUC_C2,train_AUC_mean,val_AUC_mean
"{'bootstrap': False, 'max_depth': 2, 'max_features': 1.0, 'min_samples_split': 2}",0.8185487889963122,0.700148319050758,0.7886356017432116,0.629901398761752,0.6102941176470588,0.6363636363636365,0.7691109032634272,0.6255197175908158
"{'bootstrap': False, 'max_depth': 2, 'max_features': 1.0, 'min_samples_split': 10}",0.8185487889963122,0.700148319050758,0.7886356017432116,0.629901398761752,0.6102941176470588,0.6363636363636365,0.7691109032634272,0.6255197175908158
"{'bootstrap': False, 'max_depth': 2, 'max_features': 1.0, 'min_samples_split': 12}",0.8185487889963122,0.700148319050758,0.7886356017432116,0.629901398761752,0.6102941176470588,0.6363636363636365,0.7691109032634272,0.6255197175908158
"{'bootstrap': False, 'max_depth': 2, 'max_features': 1.0, 'min_samples_split': 14}",0.8185487889963122,0.700148319050758,0.7886356017432116,0.629901398761752,0.6102941176470588,0.6363636363636365,0.7691109032634272,0.6255197175908158
"{'bootstrap': False, 'max_depth': 2, 'max_features': 1.0, 'min_samples_split': 16}",0.8185487889963122,0.700148319050758,0.7886356017432116,0.629901398761752,0.6102941176470588,0.6363636363636365,0.7691109032634272,0.6255197175908158
"{'bootstrap': False, 'max_depth': 2, 'max_features': 1.0, 'min_samples_split': 18}",0.8185487889963122,0.700148319050758,0.7886356017432116,0.629901398761752,0.6102941176470588,0.6363636363636365,0.7691109032634272,0.6255197175908158
"{'bootstrap': False, 'max_depth': 2, 'max_features': 1.0, 'min_samples_split': 20}",0.8185487889963122,0.700148319050758,0.7886356017432116,0.629901398761752,0.6102941176470588,0.6363636363636365,0.7691109032634272,0.6255197175908158
"{'bootstrap': False, 'max_depth': 2, 'max_features': 0.9, 'min_samples_split': 2}",0.8758098275690223,0.8625988793671722,0.8604089842440495,0.6488190781930749,0.6723145780051151,0.6728299948638932,0.866272563726748,0.6646545503540278
"{'bootstrap': False, 'max_depth': 2, 'max_features': 0.9, 'min_samples_split': 10}",0.8802950264128376,0.8726928147659856,0.858565202815957,0.6507681724375144,0.6643222506393862,0.6733436055469955,0.8705176813315934,0.6628113428746321
"{'bootstrap': False, 'max_depth': 2, 'max_features': 0.9, 'min_samples_split': 12}",0.8798963420711652,0.8654416611733684,0.8610794502179014,0.6508828250401284,0.6652813299232737,0.6643554185927067,0.8688058178208117,0.6601731911853697
"{'bootstrap': False, 'max_depth': 2, 'max_features': 0.9, 'min_samples_split': 14}",0.868035482906409,0.8813035596572183,0.8592021454911163,0.6536344875028663,0.6774296675191815,0.6589625064201334,0.8695137293515812,0.6633422204807271
"{'bootstrap': False, 'max_depth': 2, 'max_features': 0.9, 'min_samples_split': 16}",0.8669391009668095,0.8681608437705999,0.8636272209185383,0.6501949094244439,0.673913043478261,0.6566512583461737,0.8662423885519827,0.6602530704162929
"{'bootstrap': False, 'max_depth': 2, 'max_features': 0.9, 'min_samples_split': 18}",0.872371175122097,0.8713332234673699,0.8643312101910827,0.6498509516166017,0.6748721227621484,0.6533127889060093,0.8693452029268499,0.6593452877615864
